type	sentence	t_verb	f_verb	verb_index
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver live	live	lives	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver run	run	runs	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver speak	speak	speaks	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver think	think	thinks	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver walk	walk	walks	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are tall	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are old	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are young	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are short	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are happy	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are sad	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the taxi driver are angry	are	is	10
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive live	live	lives	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive run	run	runs	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive speak	speak	speaks	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive think	think	thinks	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive walk	walk	walks	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are tall	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are old	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are young	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are short	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are happy	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are sad	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the executive are angry	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent live	live	lives	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent run	run	runs	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent speak	speak	speaks	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent think	think	thinks	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent walk	walk	walks	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are tall	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are old	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are young	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are short	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are happy	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are sad	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers to the side of the parent are angry	are	is	9
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the guard are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the architect are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the dancer are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the artist are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the minister are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver live	live	lives	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver run	run	runs	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver think	think	thinks	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are tall	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are old	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are young	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are short	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are happy	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are sad	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the taxi driver are angry	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the executive are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the managers across from the parent are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the guard are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the architect are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the dancer are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the artist are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the minister are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver live	live	lives	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver run	run	runs	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver think	think	thinks	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are tall	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are old	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are young	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are short	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are happy	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are sad	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the taxi driver are angry	are	is	8
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the executive are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers next to the parent are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are young	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are short	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are happy	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are sad	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the guard are angry	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are young	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are short	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are happy	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are sad	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the architect are angry	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are young	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are short	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are happy	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are sad	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the dancer are angry	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are young	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are short	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are happy	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are sad	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the artist are angry	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are young	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are short	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are happy	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are sad	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the minister are angry	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver live	live	lives	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver run	run	runs	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver think	think	thinks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are tall	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are old	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are young	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are short	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are happy	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are sad	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the taxi driver are angry	are	is	7
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are young	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are short	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are happy	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are sad	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the executive are angry	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent live	live	lives	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent run	run	runs	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent think	think	thinks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent are tall	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent are old	are	is	6
prep_anim.pickle_plur_MS_MV_sing_MS	the customers behind the parent are young	are	is	6
